Country,Year,Category,Cat,value
Grenada,2013,Crops,Sugar cane,0
Grenada,2010,Vegetables,Beans,0
Grenada,2011,Vegetables,Beans,0
Grenada,2012,Vegetables,Beans,0
Grenada,2013,Vegetables,Beans,0
Grenada,2010,Vegetables,"Pulses, Other and products",0
Grenada,2011,Vegetables,"Pulses, Other and products",0
Grenada,2012,Vegetables,"Pulses, Other and products",0
Grenada,2013,Vegetables,"Pulses, Other and products",0
Grenada,2010,Crops,Coconuts - Incl Copra,1
Grenada,2011,Crops,Coconuts - Incl Copra,1
Grenada,2012,Crops,Coconuts - Incl Copra,1
Grenada,2013,Crops,Coconuts - Incl Copra,1
Grenada,2010,Vegetables,Tomatoes and products,0
Grenada,2011,Vegetables,Tomatoes and products,0
Grenada,2012,Vegetables,Tomatoes and products,0
Grenada,2013,Vegetables,Tomatoes and products,0
Grenada,2010,Vegetables,Onions,0
Grenada,2011,Vegetables,Onions,0
Grenada,2012,Vegetables,Onions,0
Grenada,2013,Vegetables,Onions,0
Grenada,2010,Vegetables,"Vegetables, Other",0
Grenada,2011,Vegetables,"Vegetables, Other",0
Grenada,2012,Vegetables,"Vegetables, Other",0
Grenada,2013,Vegetables,"Vegetables, Other",0
Grenada,2010,Fruits,"Oranges, Mandarines",0
Grenada,2011,Fruits,"Oranges, Mandarines",0
Grenada,2012,Fruits,"Oranges, Mandarines",0
Grenada,2013,Fruits,"Oranges, Mandarines",0
Grenada,2010,Fruits,"Lemons, Limes and products",0
Grenada,2011,Fruits,"Lemons, Limes and products",0
Grenada,2012,Fruits,"Lemons, Limes and products",0
Grenada,2013,Fruits,"Lemons, Limes and products",0
Grenada,2010,Fruits,Grapefruit and products,0
Grenada,2011,Fruits,Grapefruit and products,0
Grenada,2012,Fruits,Grapefruit and products,0
Grenada,2013,Fruits,Grapefruit and products,0
Grenada,2010,Fruits,"Citrus, Other",0
Grenada,2011,Fruits,"Citrus, Other",0
Grenada,2012,Fruits,"Citrus, Other",0
Grenada,2013,Fruits,"Citrus, Other",0
Grenada,2010,Fruits,Bananas,1
Grenada,2011,Fruits,Bananas,1
Grenada,2012,Fruits,Bananas,1
Grenada,2013,Fruits,Bananas,0
Grenada,2010,Crops,Plantains,0
Grenada,2011,Crops,Plantains,0
Grenada,2012,Crops,Plantains,0
Grenada,2013,Crops,Plantains,0
Grenada,2010,Fruits,Apples and products,0
Grenada,2011,Fruits,Apples and products,0
Grenada,2012,Fruits,Apples and products,0
Grenada,2013,Fruits,Apples and products,0
Grenada,2010,Fruits,Grapes and products (excl wine),0
Grenada,2011,Fruits,Grapes and products (excl wine),0
Grenada,2012,Fruits,Grapes and products (excl wine),0
Grenada,2013,Fruits,Grapes and products (excl wine),0
Grenada,2010,Fruits,"Fruits, Other",1
Grenada,2011,Fruits,"Fruits, Other",1
